frame,x,y
1161,835,449
1162,834,446
1163,833,441
1164,831,438
1165,828,435
1166,820,436
1167,818,435
1168,815,436
1169,811,439
1170,809,439
1171,808,442
1172,807,442
1173,807,442
1174,807,441
1175,810,442
1176,812,441
1177,817,441
1178,823,441
1179,826,441
1180,833,444
1181,840,447
1182,848,448
1183,851,449
1184,854,454
1185,855,454
1186,855,457
1187,854,458
1188,856,459
1189,861,460
1190,869,461
1191,871,461
1192,881,461
1193,890,458
1194,900,456
1195,908,456
1196,918,455
1197,922,454
1198,930,453
1199,936,458
1200,943,460
1201,950,460
1202,954,466
1203,955,468
1204,959,475
1205,964,480
1206,969,485
1207,974,480
1208,980,466
1209,982,460
1210,992,479
1211,1001,484
1212,1009,484
1213,1014,485
1214,1018,486
1215,1019,486
1216,1023,483
1217,1033,479
1218,1042,479
1219,1056,474
1220,1066,473
1221,1069,472
1222,1080,470
1223,1092,469
1224,1095,469
1225,1102,468
1226,1111,466
1227,1113,466
1228,1121,464
1229,1146,457
1230,1147,452
1231,1151,448
1232,1161,446
1233,1165,444
1234,1171,444
1235,1177,443
1236,1184,443
1237,1189,438
1238,1191,437
1239,1191,438
1240,1194,442
1241,1200,447
1242,1198,446
1243,1202,455
1244,1207,472
1245,1209,477
1246,1210,479
1247,1212,480
1248,1220,481
1249,1229,480
1250,1234,480
1251,1235,479
1252,1222,477
1253,1216,473
1254,1207,474
1255,1205,475
1256,1199,476
1257,1196,476
1263,1144,502
1264,1144,505
1265,1140,507
1266,1131,502
1267,1118,501
1268,1107,500
1269,1104,499
1270,1093,500
1271,1076,498
1272,1058,496
1273,1040,498
1274,1028,499
1275,1024,498
1276,1014,497
1277,1007,500
1278,1000,506
1279,995,510
1280,991,512
1281,989,512
1282,984,510
1283,979,510
1284,974,508
1285,967,508
1286,959,506
1287,955,505
1288,950,503
1289,946,505
1290,944,508
1291,944,503
1292,945,502
1293,945,502
1294,946,501
1295,948,500
1296,952,500
1297,958,498
1298,961,498
1299,962,498
1300,965,492
1301,967,491
1302,968,487
1303,970,484
1304,972,481
1305,972,481
1306,972,481
1307,969,482
1308,968,483
1309,972,484
1310,974,483
1311,974,484
1312,975,484
1313,975,485
1314,975,487
1315,976,488
1316,975,487
1317,975,487
1318,975,487
1319,975,485
1320,975,483
1321,975,483
1322,975,483
1323,975,483
1324,972,481
1325,964,478
1326,955,477
1327,950,472
1328,944,471
1329,942,470
1330,937,469
1331,930,468
1332,925,466
1333,918,467
1334,912,468
1335,911,468
1336,909,466
1337,909,462
1338,909,458
1339,907,452
1340,905,449
1341,904,449
1342,901,446
1343,894,444
1344,888,444
1345,882,443
1346,874,441
1347,871,441
1348,872,444
1349,872,445
1350,872,448
1351,867,448
1352,866,445
1353,866,444
1354,870,445
1355,874,444
1356,876,442
1357,879,442
1358,885,444
1359,887,444
1360,889,445
1361,893,447
1362,897,450
1363,899,453
1364,900,452
1365,899,452
1366,899,452
1367,899,451
1368,899,454
1369,905,454
1370,911,455
1371,914,454
1372,921,455
1373,926,453
1374,935,453
1375,942,455
1376,947,456
1377,948,458
1378,953,459
1379,958,465
1380,961,465
1381,965,467
1382,972,463
1383,974,462
1384,977,466
1385,976,484
1386,981,489
1387,978,492
1388,982,493
1389,983,494
1390,987,495
1391,1001,484
1392,1009,491
1393,1012,490
1394,1015,488
1395,1016,487
1396,1019,485
1397,1028,483
1398,1038,478
1399,1047,476
1400,1052,475
1401,1055,476
1402,1060,474
1403,1068,466
1404,1077,466
1405,1093,458
1406,1096,455
1407,1096,453
1408,1100,446
1409,1112,441
1410,1119,436
1411,1127,431
1412,1134,429
1413,1136,429
1414,1141,421
1415,1144,422
1416,1147,420
1417,1151,422
1418,1149,424
1419,1148,425
1420,1153,429
1421,1157,438
1422,1162,443
1423,1162,444
1424,1161,446
1425,1161,445
1426,1161,445
1427,1163,444
1428,1164,441
1429,1163,441
1430,1160,442
1431,1159,443
1432,1149,443
1433,1144,444
1434,1138,443
1435,1132,441
1436,1130,444
1437,1129,444
1438,1127,449
1439,1124,454
1440,1120,458
1441,1117,464
1442,1117,470
1443,1117,473
1444,1120,468
1445,1128,475
1446,1130,477
1447,1129,478
1448,1124,480
1449,1122,481
1450,1124,480
1451,1124,482
1452,1126,486
1453,1128,492
1454,1133,501
1455,1135,505
1456,1134,506
1457,1134,512
1458,1134,519
1459,1136,523
1460,1135,523
1461,1135,522
1462,1136,524
1463,1133,523
1464,1132,521
1465,1132,521
1466,1128,522
1467,1127,523
1468,1123,522
1469,1119,520
1470,1115,520
1471,1110,519
1472,1111,517
1473,1111,516
1474,1111,514
1475,1107,511
1476,1104,507
1477,1099,503
1478,1094,501
1479,1092,500
1480,1084,501
1481,1077,502
1482,1073,502
1483,1069,500
1484,1065,498
1485,1063,497
1486,1058,496
1487,1051,497
1488,1044,497
1489,1039,495
1490,1035,495
1491,1034,495
1492,1033,495
1493,1031,495
1494,1027,495
1495,1020,496
1496,1015,496
1497,1013,495
1498,1007,492
1499,998,492
1500,989,490
1501,984,490
1502,981,489
1503,980,488
1504,976,492
1505,967,493
1506,956,495
1507,948,496
1508,941,498
1509,938,498
1510,935,498
1511,935,497
1512,935,497
1513,932,495
1514,927,491
1515,925,490
1516,918,489
1517,908,485
1518,900,483
1519,894,482
1520,887,478
1521,884,478
1522,881,478
1523,873,477
1524,868,477
1525,863,479
1526,859,479
1527,858,478
1528,857,479
1529,856,477
1530,854,475
1531,854,469
1532,854,451
1533,855,444
1534,856,445
1535,857,443
1536,858,441
1537,857,438
1538,859,436
1539,860,434
1540,857,436
1541,856,437
1542,857,436
1543,848,439
1544,854,440
1545,857,441
1546,848,441
1547,851,439
1548,859,440
1549,866,439
1550,872,438
1551,874,438
1552,877,438
1553,881,438
1554,885,439
1555,889,436
1556,894,444
1557,895,445
1558,897,446
1559,899,449
1560,901,451
1561,902,452
1562,904,451
1563,905,451
1564,907,451
1565,907,450
1566,911,449
1567,914,449
1568,916,450
1569,917,451
1570,920,452
1571,921,455
1572,922,458
1573,923,458
1574,923,462
1575,922,463
1576,923,464
1577,922,465
1578,921,470
1579,921,475
1580,921,478
1581,921,478
1582,922,479
1583,922,476
1584,921,473
1585,921,476
1586,921,474
1587,921,474
1588,921,475
1589,923,462
1590,924,472
1591,921,477
1592,919,480
1593,918,482
1594,913,484
1595,910,486
1596,908,490
1597,909,491
1598,908,490
1599,907,489
1600,904,488
1601,896,487
1602,888,485
1603,877,482
1604,864,478
1605,859,476
1606,852,473
1607,842,475
1608,832,475
1609,825,476
1610,815,477
1611,811,478
1612,805,479
1613,800,476
1614,796,473
1615,792,461
1616,791,461
1617,791,459
1618,793,453
1619,789,446
1620,784,441
1621,781,430
1622,776,423
1623,775,420
1624,773,416
1628,762,416
1629,760,417
1630,758,421
1631,752,425
1632,744,428
1633,741,433
1634,736,437
1635,734,440
1636,732,444
1637,735,443
1638,738,443
1639,742,437
1640,748,436
1641,750,435
1642,751,437
1643,757,436
1644,775,436
1645,782,438
1646,788,439
1647,790,439
1648,801,441
1651,833,448
1652,847,453
1653,852,454
1654,861,457
1655,868,465
1656,874,469
1657,898,469
1658,911,472
1659,916,471
1660,917,472
1661,923,457
1662,922,466
1663,930,471
1664,941,475
1665,945,478
1666,964,482
1667,975,490
1668,990,489
1669,1004,494
1670,1015,495
1671,1018,495
1672,1025,499
1673,1032,505
1674,1042,513
1675,1059,520
1676,1076,526
1677,1082,527
1678,1090,531
1679,1100,544
1680,1136,556
1681,1136,565
1682,1137,570
1683,1137,571
1684,1140,573
1685,1142,575
1686,1144,576
1687,1147,576
1688,1153,574
1689,1154,575
1690,1158,570
1691,1165,568
1692,1168,562
1693,1168,555
1694,1167,549
1695,1166,548
1696,1161,549
1697,1160,547
1698,1160,544
1699,1160,545
1700,1157,542
1701,1156,542
1702,1152,538
1703,1148,539
1704,1143,536
1705,1141,532
1706,1137,529
1707,1136,529
1708,1129,524
1709,1123,521
1710,1118,521
1711,1104,519
1712,1094,521
1713,1091,521
1714,1085,520
1715,1081,519
1716,1083,520
1717,1081,518
1718,1078,516
1719,1077,514
1720,1073,513
1721,1065,509
1722,1055,505
1723,1047,503
1724,1040,502
1725,1038,501
1726,1028,499
1727,1019,497
1728,1014,497
1729,1008,496
1730,1003,493
1731,1002,493
1732,997,493
1733,990,491
1734,983,489
1735,973,488
1736,964,487
1737,961,487
1738,956,487
1739,950,487
1740,947,488
1741,945,488
1742,945,488
1743,944,488
1744,943,488
1745,938,487
1746,930,482
1747,922,480
1748,914,478
1749,911,478
1750,906,475
1751,898,475
1752,891,475
1753,883,469
1754,876,473
1755,874,475
1756,869,476
1757,866,478
1758,865,479
1759,863,479
1760,861,477
1761,861,475
1762,858,473
1763,856,470
1764,852,459
1765,845,450
1766,836,447
1767,833,444
1768,827,443
1769,824,432
1770,820,426
1771,815,423
1772,811,423
1773,810,424
1774,807,421
1775,802,424
1776,797,427
1777,789,433
1778,783,445
1779,781,448
1780,780,450
1781,776,454
1782,775,457
1783,773,459
1784,773,457
1785,773,457
1786,776,456
1787,777,458
1788,781,464
1789,787,462
1790,792,466
1791,793,467
1792,794,474
1793,796,477
1794,800,476
1795,794,478
1796,797,480
1797,798,481
1798,804,482
1799,808,484
1800,811,487
1801,816,489
1802,825,496
1803,828,498
1804,853,500
1805,869,503
1806,871,503
1807,883,504
1808,895,504
1809,900,503
1810,908,503
1811,914,505
1812,925,508
1813,940,509
1814,957,507
1815,962,507
1816,974,515
1817,987,521
1818,997,528
1819,1011,533
1820,1046,535
1821,1058,536
1822,1060,536
1823,1048,536
1824,1046,534
1825,1048,534
1826,1050,530
1827,1050,530
1828,1051,528
1829,1053,527
1830,1053,523
1831,1053,522
1832,1051,520
1833,1050,521
1834,1041,520
1835,1036,519
1836,1047,520
1837,1054,518
1838,1048,516
1839,1045,516
1840,1046,514
1841,1040,511
1842,1033,508
1843,1043,506
1844,1050,502
1845,1052,501
1845,1035,506
1846,1048,499
1847,1044,495
1848,1035,494
1849,1027,495
1850,1022,495
1851,1020,494
1852,1019,496
1853,1020,494
1854,1021,493
1855,1022,492
1856,1025,492
1857,1026,492
1858,1027,492
1859,1029,491
1860,1030,489
1861,1031,490
1862,1031,491
1863,1031,490
1864,1034,492
1865,1037,492
1866,1040,490
1867,1046,486
1868,1053,483
1869,1055,481
1870,1062,477
1871,1070,476
1872,1077,472
1873,1085,470
1874,1089,470
1875,1090,470
1876,1093,470
1877,1099,471
1878,1106,467
1879,1111,463
1880,1117,458
1881,1120,455
1882,1122,457
1883,1123,457
1884,1130,451
1885,1135,447
1886,1139,442
1887,1141,441
1888,1141,438
1889,1146,436
1890,1149,434
1891,1149,429
1892,1149,430
1893,1149,432
1894,1148,433
1895,1146,436
1896,1146,437
1897,1146,438
1898,1146,438
1899,1146,438
1900,1146,438
1901,1147,438
1902,1149,438
1903,1151,438
1904,1153,438
1905,1154,437
1906,1154,439
1907,1155,438
1908,1155,437
1909,1154,435
1910,1148,435
1911,1146,435
1912,1140,436
1913,1133,438
1914,1128,437
1915,1121,435
1916,1116,438
1917,1114,440
1918,1111,440
1919,1107,440
1920,1105,444
1921,1103,452
1922,1100,454
1923,1099,455
1924,1094,450
1925,1090,449
1926,1094,455
1927,1090,456
1928,1085,455
1929,1083,455
1930,1080,457
1931,1075,460
1932,1068,464
1933,1061,465
1934,1056,468
1935,1054,469
1936,1052,472
1937,1050,473
1938,1047,474
1939,1044,475
1940,1040,477
1941,1038,479
1942,1031,478
1943,1026,474
1944,1021,476
1945,1017,475
1946,1015,476
1947,1013,477
1948,1008,480
1949,1003,483
1950,994,486
1951,987,488
1952,982,488
1953,980,487
1954,980,489
1955,977,489
1956,971,490
1957,959,489
1958,946,489
1959,942,489
1960,933,492
1961,923,497
1962,913,504
1963,898,512
1964,887,516
1965,884,518
1966,877,521
1967,867,527
1968,854,533
1969,843,542
1970,834,548
1971,832,550
1972,823,553
1974,820,551
1975,814,551
1976,809,551
1977,807,552
1978,803,550
1979,799,551
1980,799,546
1981,799,543
1982,802,540
1983,803,538
1984,809,536
1985,815,532
1986,820,528
1987,822,525
1988,826,517
1989,827,516
1990,832,515
1991,836,515
1992,843,513
1993,847,513
1994,850,513
1995,851,513
1996,852,512
1997,858,510
1998,862,510
1999,865,506
2000,867,502
2001,867,501
2002,872,498
2003,877,496
2004,882,494
2005,886,493
2006,895,496
2007,898,496
2008,899,496
2009,905,498
2010,904,499
2011,901,498
2013,847,501
2015,868,501
2018,852,500
2019,851,500
2020,847,499
2021,846,501
2022,839,500
2023,829,499
2024,825,499
2025,824,499
2026,822,500
2027,818,499
2028,814,498
2029,812,500
2030,810,500
2031,810,498
2032,808,495
2033,807,494
2034,811,488
2035,817,487
2036,826,489
2037,830,490
2038,839,486
2039,849,486
2040,860,483
2041,870,483
2042,876,485
2043,878,486
2044,884,487
2045,890,486
2046,894,487
2047,896,487
2048,898,486
2049,899,486
2050,905,485
2051,915,484
2052,923,484
2053,925,487
2054,935,489
2055,939,489
2056,942,488
2057,961,488
2058,967,487
2059,969,487
2060,969,483
2061,969,482
2062,967,481
2063,967,480
2064,965,480
2065,948,478
2066,943,475
2067,941,474
2068,943,474
2069,946,478
2070,949,481
2071,952,484
2072,953,486
2073,953,486
2074,953,486
2075,953,485
2076,953,485
2077,954,485
2078,956,484
2079,956,482
2080,958,481
2081,962,483
2082,964,484
2083,966,486
2084,966,486
2085,966,486
2086,967,486
2087,967,487
2088,967,487
2089,968,486
2090,969,486
2091,970,486
2092,970,485
2093,973,483
2094,976,481
2095,981,484
2096,986,483
2097,988,483
2098,991,484
2099,993,485
2100,995,486
2101,1001,485
2102,1006,485
2103,1008,486
2104,1012,486
2105,1013,485
2106,1014,486
2107,1014,486
2108,1017,485
2109,1018,485
2110,1022,485
2111,1027,481
2112,1035,476
2113,1038,474
2114,1046,470
2115,1049,470
2116,1053,466
2117,1058,462
2118,1061,455
2119,1066,451
2120,1069,452
2121,1070,451
2122,1072,452
2123,1074,453
2124,1076,453
2125,1076,452
2126,1078,452
2127,1079,451
2128,1082,450
2129,1081,449
2130,1083,450
2131,1086,449
2132,1086,450
2133,1087,449
2134,1087,447
2135,1087,447
2136,1089,445
2137,1092,442
2138,1095,443
2139,1096,442
2140,1098,436
2141,1096,432
2142,1097,426
2143,1099,424
2144,1098,422
2145,1098,421
2146,1097,420
2147,1098,419
2148,1098,419
2149,1098,421
2150,1098,423
2151,1097,423
2152,1095,424
2153,1093,424
2154,1096,425
2155,1094,426
2156,1094,429
2157,1094,429
2158,1095,430
2159,1096,431
2160,1095,433
2161,1094,432
2162,1093,432
2163,1092,434
2164,1091,432
2165,1089,431
2166,1087,431
2167,1082,429
2168,1080,429
2169,1079,429
2170,1076,431
2171,1074,433
2172,1072,434
2173,1068,436
2174,1065,439
2175,1065,442
2176,1064,442
2177,1063,443
2178,1060,444
2179,1056,447
2180,1052,447
2181,1051,447
2182,1047,447
2183,1045,451
2184,1045,454
2185,1042,453
2186,1040,453
2187,1039,454
2188,1039,455
2189,1036,456
2190,1036,457
2191,1034,457
2192,1029,460
2193,1028,460
2194,1024,460
2195,1024,461
2196,1023,463
2197,1019,463
2198,1016,469
2199,1015,470
2200,1013,472
